Id,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24,ProcCoord25,ProcCoord26,ProcCoord27,ProcCoord28,ProcCoord29,ProcCoord30,CentSize,CentSize
Gorilla,0.4370203879520403,-0.01801252939212758,-0.0774756947913085,0.4909360720461782,-0.02991641539771385,-0.007658384369651404,0.21883509268868276,0.05641245112260923,0.01266630159969842,0.25583069953265586,0.01789853240256225,0.07309250002124029,-0.08076727666055336,-0.02005277119806953,0.020483039285523946,-0.11531770315666552,-0.024919337146445834,0.11332109236480664,-0.29786886552716063,0.023576088154500935,0.10328217825158836,-0.3583800303100411,-0.04134687616696192,-0.02502885299531933,-0.3165803611571583,-0.0018901448702004081,-0.16011607174309533,-0.2337080154079802,0.03825100249184234,-0.0525661076234849,56.612354590543795,4.036189712977885
Gorilla,0.46480506036593017,-0.011113930726902713,-0.04577940652335022,0.4786151397890347,-0.06281769522532009,0.02885540402169612,0.25081850575459735,0.08896099163274004,-0.029439974920384804,0.2442223403732677,0.041312688257607075,0.040668641425379626,-0.12000790811779757,-0.03127724345764581,-0.003006395168553668,-0.12536204710840576,-0.0357747181350735,0.07426890963051218,-0.2710875957486012,-0.011737999347934736,0.09103120420720134,-0.35592847809707107,0.0037038149359364253,0.011794568314312776,-0.3312273617718684,0.005537119876955744,-0.1120778424488919,-0.23484765543908362,0.013206972189635395,-0.056315108537918296,45.586289734719074,3.8195968210430378
Gorilla,0.42665776012698997,-0.03967665373428296,-0.0917159706582997,0.4845828604349755,-0.04866235121941874,-0.020019029996435005,0.24990419758967658,0.0775371087870356,0.0165487606780597,0.28669886460682553,0.04844939182655109,0.09567589470218427,-0.12812430533659516,0.006609344175200434,0.024694796849989674,-0.16274948501848543,-0.007795786635310935,0.10348078726356864,-0.31972919656884763,-0.026949413876897636,0.06777054481827517,-0.32538791422157676,-0.03484129734350675,-0.0221654842550824,-0.2886538931221251,-0.009903617576358076,-0.12481165847373342,-0.2231988884908369,0.035233275596985685,-0.04945864092852385,61.01592343744706,4.1111169767781
Gorilla,0.4453021689400285,-0.04493115474677621,-0.08143556716480665,0.5120505164217799,-0.038670759109655686,-0.010300087501181832,0.20527691373305623,0.07985525341708366,0.0069667513599693635,0.23291427058794328,0.03437489618413277,0.09484651313407197,-0.11194448714662827,0.007134954038871565,5.056072176095709E-4,-0.11671884826645876,-0.018474726119971294,0.10160204214744842,-0.28640193633559285,-0.011024168840577525,0.10080387928021337,-0.3599650240853015,-0.04071878825869618,-0.0031220814103716937,-0.2998467576191576,0.008561059520994153,-0.14330760676423013,-0.22066681622966838,0.023893433914599346,-0.06655945029871828,48.48126397901869,3.881031317069479
Gorilla,0.44488429714425304,-0.03845193942201462,-0.06469233767690111,0.511026118616406,-0.03282942557525165,-0.02749768662822759,0.2581161780279082,0.04889427180016786,0.008942394873303398,0.2848220445408196,0.04566627205258048,0.0702310305849361,-0.17892635122589673,0.02112009751882004,0.03006478473691473,-0.22080021394953722,-0.007925737841694563,0.07543585085413985,-0.2888974750869782,-0.026381384340596163,0.040886155989910494,-0.3014252604802451,-0.03339839623156017,-0.033651615494874394,-0.2727744159030976,-0.007739323256526327,-0.07541542334830767,-0.23602492168363348,0.0310455652960761,-0.024303153890892562,48.976262843656016,3.891257156021325
Gorilla,0.4436834263983123,-0.023163239138642502,-0.0835003800539887,0.5010666179322141,-0.0323031378555694,0.011226165210666841,0.23312222250809653,0.022302487705367184,-0.017749661389132906,0.25941774169915954,0.04644082145880433,0.061023756701307,-0.11252014325353298,0.01110803532212272,0.022059996560095056,-0.17332978322161913,0.0023011937026921753,0.1269203764222577,-0.302364859055491,-0.024579042697276232,0.06998714177245167,-0.34326974795846776,-0.053626503955625855,-0.04507691057060089,-0.30147657079278,0.01736965712408107,-0.09349155896941067,-0.20432890425589142,0.034149728334046725,-0.051398925683645375,63.03588553091056,4.14367156658367
Gorilla,0.466659996234786,0.008766246128703609,-0.059423612024280086,0.4765746410676808,-0.033865776075250306,0.0234176756628319,0.2619291583067117,0.06080527372013875,-0.01794130936275569,0.2534617293347954,-0.01421837498130453,0.06338220894671102,-0.15016895213042636,-0.015251418834895725,-0.03605684345836118,-0.14279737600847806,-0.004300904836994836,0.08016504678252047,-0.26545599056008806,7.317324955628396E-4,0.09631269852669501,-0.337439446001393,0.0030930285320175666,0.009295669401205575,-0.32664801894472606,-0.014594731900135285,-0.10048726182016438,-0.23611574129886298,0.008834925752157663,-0.05866427265440273,44.412602225153606,3.79346408211051
Gorilla,0.4512650009644995,-0.026588872796068003,-0.08077749738539444,0.5195060509715527,-0.024432093199581548,-0.026161355998971035,0.24566869532511895,0.04822882802158717,0.02176350399503859,0.27605824201481727,0.021623156009935585,0.08341763523267323,-0.1724957678985034,0.007936876329275783,0.016130832112101933,-0.2313658987589141,0.006748490597657808,0.06863202881916601,-0.2870165349465229,-0.014906197139685669,0.039736233201088336,-0.29850420378021914,-0.01796495238037893,-0.018736226667537038,-0.27627073332840946,-0.006378351449446963,-0.07086391352671177,-0.2268448505634197,0.005733116006705653,-0.033141239781455334,52.793640193400876,3.966352838335821
Gorilla,0.4345882414829363,-0.03651230673756163,-0.09137352855881144,0.46924751378390983,-0.08458709293126238,0.005621639167006226,0.25560055435242157,0.11773816142937113,-0.0037953463230010615,0.26435153257295385,0.05156303785012506,0.07612701194193307,-0.11416709561884794,0.015467533378233225,0.013674835040464857,-0.13826766697660403,-0.003955021619102529,0.12164177696993582,-0.3036019812674855,-0.040021020784644874,0.10696672842836152,-0.3549314765118077,-0.05638984459496373,-0.04637257061667691,-0.2900193979206952,-5.687094271986798E-4,-0.12911638561023261,-0.22280022389678145,0.037265263437003586,-0.05337416043897978,52.76082801583186,3.965707706595258
Gorilla,0.4214161979304372,-0.037365199056861365,-0.09500702589995691,0.4776737107247614,-0.07156517036942465,0.007951446231237752,0.2818333428301202,0.1011906529839814,0.009487387137999237,0.33165929724431265,0.0611577843413084,0.07266636151575516,-0.1858123297826398,0.015645590020229902,0.01764091135342698,-0.2214059538391208,-0.010147382607970656,0.07386855220189628,-0.29341041830962084,-0.037864640636580946,0.04534784003639921,-0.31212803389074895,-0.03580554725232662,-0.03116443992751588,-0.2737123753209077,-0.005909689740119378,-0.07063009612026383,-0.22611343758659364,0.020663602317764117,-0.0301609365289779,65.96419197736822,4.189110853248627
Gorilla,0.4535061044446317,-0.03903165097841857,-0.08941439699130635,0.49961803972208485,-0.01721193251155076,-0.018830764670580605,0.22519561111360292,0.0423441375063678,0.012703440922579561,0.25470948342039007,0.04107682803455576,0.07913952804709308,-0.1281091636144458,-0.004527627146732396,0.0156983938967828,-0.1819221756830693,-0.0024903841403710464,0.10709024631026699,-0.30223359573626496,-0.031012466874951447,0.09499273434820296,-0.3567962606773968,-0.006571610732558825,-0.03821570235707956,-0.267613919078331,0.008008049277960526,-0.11338380756185057,-0.19635412391120174,0.009416657565699725,-0.04977967194410744,37.6129513477941,3.627312241411931
